GARE;CODE_LIGNE;RG_TRONCON;PK;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
Clérac-Charente;580000;1;054+220;cef78748-dfb5-11e3-8eff-01a464e0362d;446588.3598999977;6459534.665899999;-0.227665081025371;45.188504713636476;45.188504713636476, -0.22766508102537134;45.18850471361743, -0.22766508102537414;"{""coordinates"": [-0.227665081025374, 45.18850471361743], ""type"": ""Point""}"
La Machine;240000;1;088+887;cef738c0-dfb5-11e3-8eff-01a464e0362d;771233.0415000021;7018514.936500002;3.997754207137561;50.26052486416147;50.26052486416147, 3.9977542071375614;50.260524864146134, 3.9977542071375622;"{""coordinates"": [3.997754207137562, 50.260524864146134], ""type"": ""Point""}"
Allonnes-Boisville;550000;1;091+915;51df5810-6665-11e3-afff-01f464e0362d;601615.4484999999;6803867.738000002;1.672540245103313;48.32768516781139;48.32768516781139, 1.6725402451033133;48.3276851677866, 1.672540245103312;"{""coordinates"": [1.672540245103312, 48.3276851677866], ""type"": ""Point""}"
St-Jory;640000;1;246+800;51ea3b84-6665-11e3-afff-01f464e0362d;570949.4604000002;6288865.357900001;1.399692288434649;43.68705285288672;43.68705285288672, 1.3996922884346494;43.6870528528637, 1.3996922884346483;"{""coordinates"": [1.399692288434648, 43.6870528528637], ""type"": ""Point""}"
Chambéry-Challes-les-Eaux;903608;1;000+780;cef2061e-dfb5-11e3-8eff-01a464e0362d;926341.6018000022;6502740.790899999;5.903430813928368;45.58672284277879;45.58672284277879, 5.9034308139283675;45.58672284276085, 5.903430813928368;"{""coordinates"": [5.903430813928368, 45.58672284276085], ""type"": ""Point""}"
Pontarlier;874000;1;000+957;cef8eb30-dfb5-11e3-8eff-01a464e0362d;954739.5583999977;6649868.6153;6.347264882926828;46.90039993528336;46.90039993528336, 6.347264882926828;46.900399935269235, 6.347264882926829;"{""coordinates"": [6.347264882926829, 46.900399935269235], ""type"": ""Point""}"
Montauban-Ville-Bourbon;640000;1;211+074;51e08e5c-6665-11e3-afff-01f464e0362d;564680.2637000009;6320927.592599999;1.313482622676015;43.974344033779474;43.974344033779474, 1.3134826226760146;43.974344033757156, 1.3134826226760132;"{""coordinates"": [1.313482622676013, 43.974344033757156], ""type"": ""Point""}"
Loire;800000;1;538+472;51e38274-6665-11e3-afff-01f464e0362d;842700.998499997;6495672.771499999;4.828915412562245;45.545670498603776;45.545670498603776, 4.828915412562245;45.54567049858572, 4.828915412562246;"{""coordinates"": [4.828915412562246, 45.54567049858572], ""type"": ""Point""}"
;684000;1;093+215;51e5e53c-6665-11e3-afff-01f464e0362d;643961.3286999986;6786639.6633;2.246066091480376;48.17770809602316;48.17770809602316, 2.246066091480376;48.177708096012786, 2.246066091480376;"{""coordinates"": [2.246066091480376, 48.177708096012786], ""type"": ""Point""}"
Montoir-de-Bretagne;515000;1;488+680;51ebcda8-6665-11e3-afff-01f464e0362d;310153.43659999967;6703819.2557;-2.164718777150968;47.31991243237478;47.31991243237478, -2.164718777150968;47.31991243236189, -2.1647187771509713;"{""coordinates"": [-2.164718777150971, 47.31991243236189], ""type"": ""Point""}"
St-Julien (Côtes-d'Armor);475000;1;480+315;51e06da6-6665-11e3-afff-01f464e0362d;271462.5798000023;6834515.7151999995;-2.802590768480632;48.46913239441262;48.46913239441262, -2.802590768480632;48.46913239438856, -2.802590768480636;"{""coordinates"": [-2.802590768480636, 48.46913239438856], ""type"": ""Point""}"
La Chapelle-du-Chêne;508000;1;357+374;51eeb5b6-6665-11e3-afff-01f464e0362d;452056.42930000275;6753969.049899999;-0.315471535450105;47.839261483678044;47.839261483678044, -0.31547153545010465;47.839261483666675, -0.31547153545010787;"{""coordinates"": [-0.315471535450108, 47.839261483666675], ""type"": ""Point""}"
St-Martin-de-Crau;830000;1;798+953;51e2e93a-6665-11e3-afff-01f464e0362d;851559.363499999;6280187.239999998;4.876776533670753;43.604527790198865;43.604527790198865, 4.876776533670753;43.60452779017562, 4.876776533670755;"{""coordinates"": [4.876776533670755, 43.60452779017562], ""type"": ""Point""}"
Bailleul-sur-Thérain;317000;1;009+219;51df8ac8-6665-11e3-afff-01f464e0362d;641804.5631000027;6921847.807799999;2.198589737246964;49.39346624259199;49.39346624259199, 2.1985897372469636;49.39346624257259, 2.1985897372469636;"{""coordinates"": [2.198589737246964, 49.39346624257259], ""type"": ""Point""}"
Lézinnes;830000;1;212+321;51e99392-6665-11e3-afff-01f464e0362d;782680.5029999986;6743287.617600001;4.104173334682315;47.784779777647486;47.784779777647486, 4.104173334682315;47.784779777635976, 4.104173334682316;"{""coordinates"": [4.104173334682316, 47.784779777635976], ""type"": ""Point""}"
Raon-l'Étape;067000;1;420+825;51e5dd52-6665-11e3-afff-01f464e0362d;985465.7806999981;6817283.247299999;6.857806858976241;48.39307212105284;48.39307212105284, 6.857806858976241;48.39307212102839, 6.857806858976244;"{""coordinates"": [6.857806858976244, 48.39307212102839], ""type"": ""Point""}"
;267000;1;006+931;51ed32fe-6665-11e3-afff-01f464e0362d;708710.608099997;7054275.3169;3.122794001987323;50.585524386475726;50.585524386475726, 3.122794001987323;50.58552438646185, 3.1227940019873235;"{""coordinates"": [3.122794001987323, 50.58552438646185], ""type"": ""Point""}"
Lavaur;738000;1;264+817;51ea6a82-6665-11e3-afff-01f464e0362d;604617.6335999966;6290194.374299999;1.816878364104297;43.704349122201684;43.704349122201684, 1.816878364104297;43.70434912217867, 1.8168783641042965;"{""coordinates"": [1.816878364104296, 43.70434912217867], ""type"": ""Point""}"
Clermont-Ferrand;784000;1;003+974;cef2a198-dfb5-11e3-8eff-01a464e0362d;711375.4302999973;6521470.4518;3.146431411879435;45.79276119587239;45.79276119587239, 3.1464314118794348;45.79276119585505, 3.1464314118794348;"{""coordinates"": [3.146431411879435, 45.79276119585505], ""type"": ""Point""}"
Pont-à-Vendin;286614;1;003+120;cef81646-dfb5-11e3-8eff-01a464e0362d;689587.0196999982;7047101.693700001;2.85339535442241;50.52111283025599;50.52111283025599, 2.8533953544224095;50.521112830241826, 2.8533953544224095;"{""coordinates"": [2.85339535442241, 50.521112830241826], ""type"": ""Point""}"
;830649;1;000+149;cef37a74-dfb5-11e3-8eff-01a464e0362d;882258.5328999981;6260777.4571;5.249892220023138;43.42273881521783;43.42273881521783, 5.249892220023138;43.422738815194144, 5.24989222002314;"{""coordinates"": [5.24989222002314, 43.422738815194144], ""type"": ""Point""}"
Guingamp;485000;1;505+870;51eb5e9c-6665-11e3-afff-01f464e0362d;246118.07119999826;6845801.850200001;-3.156309544819346;48.553121393342224;48.553121393342224, -3.156309544819346;48.553121393318605, -3.15630954481935;"{""coordinates"": [-3.15630954481935, 48.553121393318605], ""type"": ""Point""}"
Morcenx;652000;1;111+995;51e68b30-6665-11e3-afff-01f464e0362d;389266.75129999965;6331723.124600001;-0.876814756185271;44.015843763958515;44.015843763958515, -0.8768147561852706;44.0158437639363, -0.8768147561852738;"{""coordinates"": [-0.876814756185274, 44.0158437639363], ""type"": ""Point""}"
Calais-Maritime;314611;1;000+116;cef924b6-dfb5-11e3-8eff-01a464e0362d;620048.8794;7096272.1468;1.864487028610779;50.95723946860653;50.95723946860653, 1.8644870286107786;50.95723946859423, 1.8644870286107775;"{""coordinates"": [1.864487028610778, 50.95723946859423], ""type"": ""Point""}"
Montauban-Ville-Bourbon;640000;1;196+050;51e19dde-6665-11e3-afff-01f464e0362d;557637.3398000002;6327752.196600001;1.223821139727588;44.034360540815506;44.034360540815506, 1.2238211397275878;44.03436054079334, 1.2238211397275867;"{""coordinates"": [1.223821139727587, 44.03436054079334], ""type"": ""Point""}"
;534611;1;008+391;51f17382-6665-11e3-afff-01f464e0362d;351943.7954000011;6682545.427200001;-1.596019942379067;47.151994782353235;47.151994782353235, -1.596019942379067;47.151994782339855, -1.5960199423790704;"{""coordinates"": [-1.59601994237907, 47.151994782339855], ""type"": ""Point""}"
Limoges-Puy-Imbert;606606;1;471+639;51ea7f34-6665-11e3-afff-01f464e0362d;566082.0121999979;6532371.9712000005;1.27333093056;45.87783798225347;45.87783798225347, 1.2733309305599996;45.877837982236365, 1.2733309305599985;"{""coordinates"": [1.273330930559998, 45.877837982236365], ""type"": ""Point""}"
Frénouville-Cagny;366000;1;234+500;51ef2b1a-6665-11e3-afff-01f464e0362d;459447.754900001;6900244.929900002;-0.298408133875684;49.15674910781563;49.15674910781563, -0.2984081338756842;49.15674910779508, -0.29840813387568654;"{""coordinates"": [-0.298408133875687, 49.15674910779508], ""type"": ""Point""}"
Calais-Fréthun;314000;1;290+766;51ed4570-6665-11e3-afff-01f464e0362d;618021.4514999986;7092983.743799999;1.83638461356115;50.92748074113395;50.92748074113395, 1.8363846135611503;50.92748074112154, 1.8363846135611492;"{""coordinates"": [1.836384613561149, 50.92748074112154], ""type"": ""Point""}"
Benet;529000;1;018+150;51e80e2a-6665-11e3-afff-01f464e0362d;423628.3672000021;6593316.2511;-0.597298318861317;46.383118925276236;46.383118925276236, -0.5972983188613171;46.3831189252606, -0.5972983188613203;"{""coordinates"": [-0.59729831886132, 46.3831189252606], ""type"": ""Point""}"
Pont-Ste-Maxence;242000;1;058+470;51e6aae6-6665-11e3-afff-01f464e0362d;667766.681599997;6911773.760000002;2.556882435069722;49.304753548080846;49.304753548080846, 2.556882435069722;49.30475354806102, 2.5568824350697215;"{""coordinates"": [2.556882435069721, 49.30475354806102], ""type"": ""Point""}"
Calais-Maritime;314611;1;000+274;cef9117c-dfb5-11e3-8eff-01a464e0362d;620054.4390999973;7096409.972199999;1.864537833725511;50.958476326789025;50.958476326789025, 1.864537833725511;50.95847632677673, 1.8645378337255103;"{""coordinates"": [1.86453783372551, 50.95847632677673], ""type"": ""Point""}"
Bailleul-sur-Thérain;317000;1;010+192;51dfd006-6665-11e3-afff-01f464e0362d;642772.9406000003;6921720.3748;2.211941899210864;49.39240847884538;49.39240847884538, 2.2119418992108644;49.39240847882599, 2.211941899210864;"{""coordinates"": [2.211941899210864, 49.39240847882599], ""type"": ""Point""}"
;810000;1;001+148;51f0435a-6665-11e3-afff-01f464e0362d;832268.6983999982;6301775.788800001;4.643535348857551;43.80260817191652;43.80260817191652, 4.643535348857551;43.80260817189376, 4.643535348857552;"{""coordinates"": [4.643535348857552, 43.80260817189376], ""type"": ""Point""}"
;830356;1;000+266;51ee6dac-6665-11e3-afff-01f464e0362d;833654.6507999972;6300572.7195999995;4.660437466182521;43.79152344336151;43.79152344336151, 4.660437466182521;43.791523443338725, 4.660437466182523;"{""coordinates"": [4.660437466182523, 43.791523443338725], ""type"": ""Point""}"
Miramas;925000;1;067+190;51e04b5a-6665-11e3-afff-01f464e0362d;860519.679899998;6278305.091200002;4.987101190720188;43.58562568697003;43.58562568697003, 4.987101190720188;43.585625686946734, 4.987101190720188;"{""coordinates"": [4.987101190720188, 43.585625686946734], ""type"": ""Point""}"
St-Pierre-le-Viger-Fontaine-le-Dun;357000;1;028+800;51e691e2-6665-11e3-afff-01f464e0362d;544084.2309999987;6970418.954599999;0.835006054222408;49.813387941326;49.813387941326, 0.8350060542224079;49.81338794130862, 0.8350060542224064;"{""coordinates"": [0.835006054222406, 49.81338794130862], ""type"": ""Point""}"
St-Gilles-du-Gard;820000;1;016+233;51e0f350-6665-11e3-afff-01f464e0362d;816438.6578999981;6286987.5612;4.443523555567033;43.67234646799948;43.67234646799948, 4.443523555567033;43.67234646797639, 4.443523555567035;"{""coordinates"": [4.443523555567035, 43.67234646797639], ""type"": ""Point""}"
;070000;1;263+479;51ecc046-6665-11e3-afff-01f464e0362d;867443.4240999967;6849825.895199999;5.27670835418269;48.726834094263175;48.726834094263175, 5.27670835418269;48.72683409424046, 5.276708354182691;"{""coordinates"": [5.276708354182691, 48.72683409424046], ""type"": ""Point""}"
Autun;761000;1;018+432;51e340f2-6665-11e3-afff-01f464e0362d;799809.3016000018;6654795.667300001;4.313231664389845;46.98590803247722;46.98590803247722, 4.3132316643898445;46.98590803246334, 4.3132316643898445;"{""coordinates"": [4.313231664389845, 46.98590803246334], ""type"": ""Point""}"
Thourotte;242000;1;091+681;cef6836c-dfb5-11e3-8eff-01a464e0362d;691345.3694999963;6930618.324299999;2.88063035679649;49.47489169384513;49.47489169384513, 2.88063035679649;49.474891693826144, 2.88063035679649;"{""coordinates"": [2.88063035679649, 49.474891693826144], ""type"": ""Point""}"
Boiscommun;686000;1;157+450;cef748ce-dfb5-11e3-8eff-01a464e0362d;651923.2591999993;6768722.4794000015;2.355147801015527;48.01712050507466;48.01712050507466, 2.3551478010155273;48.017120505063815, 2.355147801015527;"{""coordinates"": [2.355147801015527, 48.017120505063815], ""type"": ""Point""}"
Condom;643000;1;154+185;51e73704-6665-11e3-afff-01f464e0362d;488723.39620000124;6322319.9351;0.366813792764639;43.96817405513658;43.96817405513658, 0.36681379276463877;43.96817405511423, 0.36681379276463677;"{""coordinates"": [0.366813792764637, 43.96817405511423], ""type"": ""Point""}"
Albens;897000;1;012+436;51e1155a-6665-11e3-afff-01f464e0362d;929007.4505999982;6525283.5088;5.94838826849119;45.78868774466194;45.78868774466194, 5.94838826849119;45.78868774464457, 5.948388268491192;"{""coordinates"": [5.948388268491192, 45.78868774464457], ""type"": ""Point""}"
St-Vit;852000;1;389+179;51e9629e-6665-11e3-afff-01f464e0362d;913737.5688000023;6680234.296599999;5.823261397077089;47.188002731267005;47.188002731267005, 5.823261397077089;47.188002731253725, 5.823261397077091;"{""coordinates"": [5.823261397077091, 47.188002731253725], ""type"": ""Point""}"
Beaugency;570000;2;147+213;51e7bd02-6665-11e3-afff-01f464e0362d;597776.4231999964;6743673.8565;1.634792635671401;47.78550538354676;47.78550538354676, 1.6347926356714007;47.78550538353525, 1.6347926356713995;"{""coordinates"": [1.6347926356714, 47.78550538353525], ""type"": ""Point""}"
Bétheniville;207000;1;016+685;cef35b1c-dfb5-11e3-8eff-01a464e0362d;799228.5749000013;6911118.3979;4.363837167344911;49.291971795714176;49.291971795714176, 4.3638371673449114;49.29197179569427, 4.363837167344912;"{""coordinates"": [4.363837167344912, 49.29197179569427], ""type"": ""Point""}"
Herrlisheim;145000;1;023+240;51e818fc-6665-11e3-afff-01f464e0362d;1061675.4887000024;6860276.4188;7.921509408243042;48.741133594223555;48.741133594223555, 7.9215094082430415;48.7411335942009, 7.921509408243045;"{""coordinates"": [7.921509408243045, 48.7411335942009], ""type"": ""Point""}"
Reims;205000;1;069+580;51e6bf22-6665-11e3-afff-01f464e0362d;784879.8251999989;6916600.403099999;4.167767590194181;49.34331175691046;49.34331175691046, 4.167767590194181;49.34331175689083, 4.167767590194183;"{""coordinates"": [4.167767590194183, 49.34331175689083], ""type"": ""Point""}"
St-Étienne-Pont-de-l'Âne;780000;1;002+059;51e2b888-6665-11e3-afff-01f464e0362d;810013.2233999968;6484678.1778;4.40756579451997;45.45272006777405;45.45272006777405, 4.40756579451997;45.45272006775575, 4.4075657945199715;"{""coordinates"": [4.407565794519972, 45.45272006775575], ""type"": ""Point""}"
Corbeil-Essonnes;745000;1;030+932;51e2929a-6665-11e3-afff-01f464e0362d;660585.3382999972;6836172.9824;2.465200800896863;48.62454459609398;48.62454459609398, 2.465200800896863;48.62454459607074, 2.4652008008968624;"{""coordinates"": [2.465200800896862, 48.62454459607074], ""type"": ""Point""}"
Belleville-sur-Saône;776000;1;000+484;51e70d8c-6665-11e3-afff-01f464e0362d;833483.0870999992;6558961.105799999;4.72856709215485;46.1172992876951;46.1172992876951, 4.72856709215485;46.11729928767868, 4.728567092154852;"{""coordinates"": [4.728567092154852, 46.11729928767868], ""type"": ""Point""}"
Courzieu-Brussieu;782000;1;038+120;51df833a-6665-11e3-afff-01f464e0362d;816948.8796000034;6515629.461199999;4.503824394028961;45.73023027412355;45.73023027412355, 4.503824394028961;45.73023027410602, 4.503824394028961;"{""coordinates"": [4.503824394028961, 45.73023027410602], ""type"": ""Point""}"
Pont-de-Dore;784000;1;033+487;a4aa5706-9243-11e3-94ff-010c64e0362d;738012.8074000031;6526533.0737;3.489722288299618;45.83738314137307;45.83738314137307, 3.489722288299618;45.83738314135585, 3.4897222882996184;"{""coordinates"": [3.489722288299618, 45.83738314135585], ""type"": ""Point""}"
Trégonneau-Squiffiec;486000;1;511+909;cef14ff2-dfb5-11e3-8eff-01a464e0362d;245270.7383000031;6851155.841400001;-3.173421803613482;48.600541306540684;48.600541306540684, -3.1734218036134823;48.60054130651729, -3.173421803613487;"{""coordinates"": [-3.173421803613487, 48.60054130651729], ""type"": ""Point""}"
Petit-Coeur-La Léchère-les-Bains;899000;1;044+840;51e3a514-6665-11e3-afff-01f464e0362d;971328.4028000012;6498272.745900001;6.477298832723698;45.53015895604824;45.53015895604824, 6.477298832723698;45.53015895603014, 6.477298832723701;"{""coordinates"": [6.477298832723701, 45.53015895603014], ""type"": ""Point""}"
Dreux;397000;1;002+940;51e2bf36-6665-11e3-afff-01f464e0362d;582276.487499997;6851136.479699999;1.398741685615174;48.74959828257256;48.74959828257256, 1.3987416856151735;48.74959828254996, 1.398741685615172;"{""coordinates"": [1.398741685615172, 48.74959828254996], ""type"": ""Point""}"
Pontmort;790000;1;399+402;51e033aa-6665-11e3-afff-01f464e0362d;712465.7748999968;6537355.3981;3.160883571652405;45.93578446122522;45.93578446122522, 3.160883571652405;45.935784461208286, 3.160883571652405;"{""coordinates"": [3.160883571652405, 45.935784461208286], ""type"": ""Point""}"
Gensac-la-Pallue;579000;1;024+410;51e9fe9c-6665-11e3-afff-01f464e0362d;447217.93079999834;6511737.8902;-0.246981273490587;45.658408453258346;45.658408453258346, -0.24698127349058735;45.65840845324063, -0.24698127349058974;"{""coordinates"": [-0.24698127349059, 45.65840845324063], ""type"": ""Point""}"
Thouars;525000;1;154+932;51dfd1b8-6665-11e3-afff-01f464e0362d;458409.0618999973;6658275.645300001;-0.179129306659618;46.980919492450205;46.980919492450205, -0.1791293066596184;46.98091949243633, -0.17912930665962076;"{""coordinates"": [-0.179129306659621, 46.98091949243633], ""type"": ""Point""}"
Vic-Bigorre;652000;1;223+394;51e71516-6665-11e3-afff-01f464e0362d;461169.4597999975;6263397.068;0.051119094062753;43.42954222184757;43.42954222184757, 0.05111909406275311;43.42954222182389, 0.05111909406275192;"{""coordinates"": [0.051119094062752, 43.42954222182389], ""type"": ""Point""}"
;925000;1;002+457;51eb7522-6665-11e3-afff-01f464e0362d;847286.7189999968;6317072.549899999;4.834496767619118;43.937257494465776;43.937257494465776, 4.834496767619118;43.93725749444336, 4.834496767619119;"{""coordinates"": [4.834496767619119, 43.93725749444336], ""type"": ""Point""}"
La Ferté-Hauterive;789000;1;334+287;51e31610-6665-11e3-afff-01f464e0362d;727359.7942999974;6586088.415899999;3.355939339534867;46.374176655894125;46.374176655894125, 3.355939339534867;46.37417665587846, 3.3559393395348676;"{""coordinates"": [3.355939339534868, 46.37417665587846], ""type"": ""Point""}"
Montoire-sur-le-Loir;559000;1;012+907;51f1b800-6665-11e3-afff-01f464e0362d;539555.2779999971;6742234.2786;0.858076362909107;47.76091559599273;47.76091559599273, 0.8580763629091067;47.760915595981146, 0.8580763629091052;"{""coordinates"": [0.858076362909105, 47.760915595981146], ""type"": ""Point""}"
St-Maur-sur-Indre;594000;1;348+882;51e351d2-6665-11e3-afff-01f464e0362d;596072.3210000023;6634018.7820000015;1.637308945950297;46.79823807506796;46.79823807506796, 1.6373089459502972;46.79823807505354, 1.637308945950296;"{""coordinates"": [1.637308945950296, 46.79823807505354], ""type"": ""Point""}"
Riscle;652000;1;186+812;51e6afe8-6665-11e3-afff-01f464e0362d;444591.40100000054;6292725.5304999985;-0.167881723471341;43.687447842409334;43.687447842409334, -0.16788172347134145;43.687447842386305, -0.16788172347134345;"{""coordinates"": [-0.167881723471343, 43.687447842386305], ""type"": ""Point""}"
Gerzat;790611;1;001+604;51ed69f6-6665-11e3-afff-01f464e0362d;709852.737499997;6526481.007100001;3.126934109963538;45.83790444960581;45.83790444960581, 3.1269341099635377;45.837904449588585, 3.1269341099635377;"{""coordinates"": [3.126934109963538, 45.837904449588585], ""type"": ""Point""}"
Aulnay-sous-Bois;229606;1;004+860;51e9513e-6665-11e3-afff-01f464e0362d;661597.4890000001;6873894.078000002;2.475534357241;48.963850057783546;48.963850057783546, 2.4755343572409996;48.96385005776203, 2.475534357240999;"{""coordinates"": [2.475534357240999, 48.96385005776203], ""type"": ""Point""}"
;500000;1;409+948;51e3b6c4-6665-11e3-afff-01f464e0362d;437344.364699997;6589319.203200001;-0.416747574503857;46.352645936102896;46.352645936102896, -0.4167475745038572;46.35264593608717, -0.4167475745038592;"{""coordinates"": [-0.416747574503859, 46.35264593608717], ""type"": ""Point""}"
