IDRESEAU;LIBELLE;CODE_LIGNE;RG_TRONCON;PK;IDGAIA;GARE;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
155254;Faisceau Impair;229000;1;034+746;51f1e748-6665-11e3-afff-01f464e0362d;Dammartin-Juilly-St-Mard;678221.0764999986;6881826.684799999;2.70215218048237;49.03595764737743;49.03595764737743, 2.7021521804823703;49.03595764735627, 2.7021521804823703;"{""coordinates"": [2.70215218048237, 49.03595764735627], ""type"": ""Point""}"
155070;Faisceau Pair;621000;1;128+071;51ed677e-6665-11e3-afff-01f464e0362d;Terrasson;566068.7282000035;6449892.0978999995;1.296103873011182;45.13531104036676;45.13531104036676, 1.2961038730111818;45.135311040347545, 1.296103873011181;"{""coordinates"": [1.296103873011181, 45.135311040347545], ""type"": ""Point""}"
132279;Faisceau Remisage banlieue;830000;1;010+650;51e3b954-6665-11e3-afff-01f464e0362d;Villeneuve-St-Georges;658371.8391999975;6851579.881099999;2.433668554303618;48.76297957745714;48.76297957745714, 2.4336685543036176;48.7629795774346, 2.433668554303617;"{""coordinates"": [2.433668554303617, 48.7629795774346], ""type"": ""Point""}"
86443;Faisceau Impair;850000;1;360+271;51e3f4b4-6665-11e3-afff-01f464e0362d;Dole;888430.6863999963;6669160.163400002;5.484617159243491;47.096015121330154;47.096015121330154, 5.4846171592434905;47.096015121316604, 5.484617159243492;"{""coordinates"": [5.484617159243492, 47.096015121316604], ""type"": ""Point""}"
128256;Faisceau impair Pont-Saint-Vincent;040000;1;014+773;51e7537a-6665-11e3-afff-01f464e0362d;Pont-St-Vincent;928782.5806000009;6837139.7947;6.103209036404343;48.59399853524138;48.59399853524138, 6.103209036404343;48.593998535217985, 6.103209036404346;"{""coordinates"": [6.103209036404346, 48.593998535217985], ""type"": ""Point""}"
131945;Faisceau Relais Impair;830000;1;622+616;51e1f4aa-6665-11e3-afff-01f464e0362d;Portes;847984.9039999992;6421730.820500001;4.874122793358538;44.878952080354544;44.878952080354544, 4.874122793358538;44.878952080334635, 4.874122793358538;"{""coordinates"": [4.874122793358538, 44.878952080334635], ""type"": ""Point""}"
154146;Faisceau V22 et V24;906000;1;003+887;51ebb10e-6665-11e3-afff-01f464e0362d;Chasse-sur-Rhône;839884.8127999976;6499800.708299998;4.794036349484619;45.58341342568008;45.58341342568008, 4.794036349484619;45.583413425662144, 4.794036349484621;"{""coordinates"": [4.794036349484621, 45.583413425662144], ""type"": ""Point""}"
157132;Base Maintenance LGV A;500000;1;141+540;cef67176-dfb5-11e3-8eff-01a464e0362d;Courtalain-St-Pellerin;560779.1110000014;6775927.363899998;1.130652968977486;48.06889248681704;48.06889248681704, 1.130652968977486;48.068892486806355, 1.1306529689774845;"{""coordinates"": [1.130652968977484, 48.068892486806355], ""type"": ""Point""}"
156064;Faisceau Pair;590000;2;519+647;cef28b4a-dfb5-11e3-8eff-01a464e0362d;Gignac-Cressensac;580364.118900001;6436496.050500002;1.48120225538593;45.017345450859736;45.017345450859736, 1.4812022553859299;45.017345450840196, 1.481202255385929;"{""coordinates"": [1.481202255385929, 45.017345450840196], ""type"": ""Point""}"
72852;Faisceau Pair;145000;1;002+534;51e80a02-6665-11e3-afff-01f464e0362d;Bischheim;1049023.5063999966;6844345.602699999;7.736780076416903;48.605064741349416;48.605064741349416, 7.736780076416903;48.605064741326075, 7.736780076416905;"{""coordinates"": [7.736780076416905, 48.605064741326075], ""type"": ""Point""}"
72797;Faisceau V6;070000;1;474+948;51e1f582-6665-11e3-afff-01f464e0362d;Hochfelden;1036341.2965999991;6860278.515799999;7.577576134002094;48.75484967842874;48.75484967842874, 7.5775761340020935;48.75484967840615, 7.577576134002099;"{""coordinates"": [7.577576134002099, 48.75484967840615], ""type"": ""Point""}"
128088;Garages des rames;334900;1;005+090;51dfff10-6665-11e3-afff-01f464e0362d;Bois-Colombes;647139.2094999999;6867879.6384;2.278836321921574;48.908741029210276;48.908741029210276, 2.2788363219215735;48.90874102918849, 2.2788363219215726;"{""coordinates"": [2.278836321921573, 48.90874102918849], ""type"": ""Point""}"
86534;Faisceau Castelnaudary V8 à V26;640000;1;311+720;51e85858-6665-11e3-afff-01f464e0362d;Castelnaudary;615337.5116000026;6246227.008400001;1.957034073018496;43.3101717743572;43.3101717743572, 1.9570340730184959;43.310171774333256, 1.9570340730184954;"{""coordinates"": [1.957034073018495, 43.310171774333256], ""type"": ""Point""}"
128092;Dépôt;338000;1;020+160;51e96a1c-6665-11e3-afff-01f464e0362d;Achères-Ville;634566.6741999984;6873736.920000002;2.10642202025245;48.96025433358507;48.96025433358507, 2.10642202025245;48.96025433356354, 2.1064220202524497;"{""coordinates"": [2.10642202025245, 48.96025433356354], ""type"": ""Point""}"
157495;Faisceau Impair Desvres;310000;1;102+244;cef83b56-dfb5-11e3-8eff-01a464e0362d;Desvres;618369.1358999982;7063874.450199999;1.847349952876811;50.66638430902065;50.66638430902065, 1.8473499528768105;50.66638430900712, 1.8473499528768094;"{""coordinates"": [1.847349952876809, 50.66638430900712], ""type"": ""Point""}"
156359;Faisceau Pair;472000;1;054+380;cef29ed8-dfb5-11e3-8eff-01a464e0362d;Mauron;307852.1607000008;6789175.843600001;-2.270484839245882;48.085129269719666;48.085129269719666, -2.270484839245882;48.08512926970902, -2.270484839245885;"{""coordinates"": [-2.270484839245885, 48.08512926970902], ""type"": ""Point""}"
73015;Faisceau Granville;405000;1;130+217;51e32e8e-6665-11e3-afff-01f464e0362d;Granville;363809.80309999734;6870030.0374;-1.583218971781906;48.84248294445451;48.84248294445451, -1.5832189717819063;48.84248294443239, -1.5832189717819103;"{""coordinates"": [-1.58321897178191, 48.84248294443239], ""type"": ""Point""}"
156453;Faisceau pair;750000;1;388+226;cef46a3c-dfb5-11e3-8eff-01a464e0362d;St-Martin-Sail-les-Bains;761744.8823999986;6568602.628199998;3.80094521225736;46.21445688005021;46.21445688005021, 3.8009452122573597;46.21445688003408, 3.8009452122573606;"{""coordinates"": [3.800945212257361, 46.21445688003408], ""type"": ""Point""}"
128405;Faisceau Strasbourg-Neudorf V5;142000;1;002+373;51df8e08-6665-11e3-afff-01f464e0362d;Strasbourg-Neudorf;1049748.3796999976;6840417.7392;7.7433956838788;48.56940493753816;48.56940493753816, 7.7433956838788;48.56940493751463, 7.743395683878804;"{""coordinates"": [7.743395683878804, 48.56940493751463], ""type"": ""Point""}"
157198;Faisceau Impair;253000;1;080+628;cef9499e-dfb5-11e3-8eff-01a464e0362d;Douzies;765943.7919000015;7020122.377799999;3.923938678174358;50.275534760636916;50.275534760636916, 3.9239386781743577;50.27553476062166, 3.9239386781743586;"{""coordinates"": [3.923938678174359, 50.27553476062166], ""type"": ""Point""}"
72788;Faisceau Altkirch;001000;1;474+300;51e966c4-6665-11e3-afff-01f464e0362d;Altkirch;1018335.6875;6733718.627999999;7.240603343925793;47.626900133474116;47.626900133474116, 7.240603343925793;47.62690013346215, 7.240603343925796;"{""coordinates"": [7.240603343925796, 47.62690013346215], ""type"": ""Point""}"
155171;Faisceau Impair;420000;1;005+183;51f25b10-6665-11e3-afff-01f464e0362d;Vanves-Malakoff;646578.8351999968;6857346.369600002;2.272515633399553;48.81397131666111;48.81397131666111, 2.2725156333995526;48.813971316638835, 2.272515633399552;"{""coordinates"": [2.272515633399552, 48.813971316638835], ""type"": ""Point""}"
155514;Faisceau impair;695000;1;239+397;51ecb7f4-6665-11e3-afff-01f464e0362d;St-Florent-sur-Cher;643158.2562000006;6654856.050999999;2.252055889458946;46.99150062425825;46.99150062425825, 2.2520558894589455;46.991500624244395, 2.252055889458945;"{""coordinates"": [2.252055889458945, 46.991500624244395], ""type"": ""Point""}"
156979;Faisceau Pair V6 à V10;830000;1;196+276;cef6d6e4-dfb5-11e3-8eff-01a464e0362d;Tonnerre;772778.4557999969;6751477.478;3.973296819952868;47.85965506782097;47.85965506782097, 3.9732968199528678;47.85965506780968, 3.9732968199528687;"{""coordinates"": [3.973296819952869, 47.85965506780968], ""type"": ""Point""}"
10316040;Faisceau 3;830000;1;313+462;14de8724-a761-11eb-97ff-01a0b2273146;Dijon-Ville;852359.5493000001;6693345.493500002;5.017365067603814;47.32291745599679;47.32291745599679, 5.017365067603814;47.32291745598391, 5.017365067603816;"{""coordinates"": [5.017365067603816, 47.32291745598391], ""type"": ""Point""}"
153416;Faisceau Pair;015000;1;208+488;51eea51a-6665-11e3-afff-01f464e0362d;Brienne-le-Château;813472.6740999967;6812111.4529;4.533148873429302;48.39938185742515;48.39938185742515, 4.533148873429302;48.399381857400726, 4.533148873429303;"{""coordinates"": [4.533148873429303, 48.399381857400726], ""type"": ""Point""}"
153188;Faisceau Pair;702000;1;404+970;51ea43dc-6665-11e3-afff-01f464e0362d;Guéret;613235.2700000033;6564531.7621;1.875290832525853;46.175054914156;46.175054914156, 1.8752908325258528;46.17505491413976, 1.8752908325258517;"{""coordinates"": [1.875290832525852, 46.17505491413976], ""type"": ""Point""}"
155251;Faisceau chantier V et VB;229000;1;009+818;51f1d2a4-6665-11e3-afff-01f464e0362d;Le Bourget;658377.2391000018;6870349.105500001;2.431904958001077;48.93177246578174;48.93177246578174, 2.4319049580010765;48.93177246576006, 2.431904958001076;"{""coordinates"": [2.431904958001076, 48.93177246576006], ""type"": ""Point""}"
153269;Faisceau Impair V5 à V29;736000;1;366+387;51ea4a70-6665-11e3-afff-01f464e0362d;Castres;638079.8599999994;6278293.531800002;2.233343389157851;43.600990876765835;43.600990876765835, 2.2333433891578514;43.60099087674258, 2.2333433891578505;"{""coordinates"": [2.23334338915785, 43.60099087674258], ""type"": ""Point""}"
128337;Faisceau Vaux-sous-Aubigny;843000;1;368+006;51e8fd70-6665-11e3-afff-01f464e0362d;Vaux-sous-Aubigny;872256.6766000018;6731432.307599999;5.295335635373204;47.660742598458725;47.660742598458725, 5.295335635373204;47.66074259844684, 5.295335635373205;"{""coordinates"": [5.295335635373205, 47.66074259844684], ""type"": ""Point""}"
128152;Faisceau pair Rimaucourt;026000;1;018+210;51e7ecbc-6665-11e3-afff-01f464e0362d;Rimaucourt;873264.6089000031;6798728.9987;5.335271488416079;48.26583752214508;48.26583752214508, 5.335271488416079;48.265837522134944, 5.335271488416081;"{""coordinates"": [5.335271488416081, 48.265837522134944], ""type"": ""Point""}"
156455;Faisceau Pair V6 à V14;530000;1;025+740;cef463de-dfb5-11e3-8eff-01a464e0362d;Clisson;374609.58910000324;6674323.993900001;-1.291438153329641;47.089571856128586;47.089571856128586, -1.2914381533296406;47.08957185611503, -1.2914381533296437;"{""coordinates"": [-1.291438153329644, 47.08957185611503], ""type"": ""Point""}"
156480;Faisceau impair;783000;1;463+174;cef41282-dfb5-11e3-8eff-01a464e0362d;Tarare;812053.3938999996;6533085.3904;4.444995711113351;45.88821491736245;45.88821491736245, 4.444995711113351;45.88821491734538, 4.444995711113352;"{""coordinates"": [4.444995711113352, 45.88821491734538], ""type"": ""Point""}"
128445;Faisceau Equipement;538000;1;073+053;51e4393e-6665-11e3-afff-01f464e0362d;Niort;434440.9556000009;6585979.969300002;-0.452570502356635;46.321468687017806;46.321468687017806, -0.45257050235663493;46.32146868700198, -0.4525705023566377;"{""coordinates"": [-0.452570502356638, 46.32146868700198], ""type"": ""Point""}"
132214;Faisceau Pair;903000;1;105+626;51e66f78-6665-11e3-afff-01f464e0362d;Chambéry-Challes-les-Eaux;927344.5107000023;6501655.035100002;5.915770049817645;45.57661981615016;45.57661981615016, 5.915770049817645;45.5766198161322, 5.915770049817647;"{""coordinates"": [5.915770049817647, 45.5766198161322], ""type"": ""Point""}"
157152;Faisceau Impair V3 à V5;316000;1;080+422;cef72318-dfb5-11e3-8eff-01a464e0362d;Rochy-Condé;639901.7954000011;6922452.8332;2.172301250181566;49.39872775258713;49.39872775258713, 2.172301250181566;49.398727752567765, 2.1723012501815653;"{""coordinates"": [2.172301250181565, 49.398727752567765], ""type"": ""Point""}"
132443;Faisceau Remisage Fives;289000;1;001+431;51e81a9c-6665-11e3-afff-01f464e0362d;Lille-Flandres;705959.0934000015;7058849.5205999985;3.08407441591796;50.62660849826134;50.62660849826134, 3.0840744159179603;50.62660849824764, 3.0840744159179603;"{""coordinates"": [3.08407441591796, 50.62660849824764], ""type"": ""Point""}"
154226;Faisceau pair Militaire;830000;1;714+221;51eb25ec-6665-11e3-afff-01f464e0362d;;846516.3511999995;6339015.6017;4.831242268026252;44.13485461873984;44.13485461873984, 4.8312422680262515;44.13485461871794, 4.831242268026253;"{""coordinates"": [4.831242268026253, 44.13485461871794], ""type"": ""Point""}"
156248;Faisceau pair;946000;1;057+793;cef213ba-dfb5-11e3-8eff-01a464e0362d;St-Dalmas-de-Tende;1067849.7414999977;6339660.295699999;7.59369367710512;44.05961808064233;44.05961808064233, 7.59369367710512;44.05961808062022, 7.593693677105123;"{""coordinates"": [7.593693677105123, 44.05961808062022], ""type"": ""Point""}"
156875;Faisceau pair 6 à 20;611000;1;463+865;cef5b898-dfb5-11e3-8eff-01a464e0362d;Thiviers;537157.7347000018;6481767.976599999;0.917756541099888;45.41600977644986;45.41600977644986, 0.9177565410998876;45.41600977643144, 0.9177565410998859;"{""coordinates"": [0.917756541099886, 45.41600977643144], ""type"": ""Point""}"
156707;Faisceau Pair;695000;1;278+148;cef3f602-dfb5-11e3-8eff-01a464e0362d;St-Amand-Montrond-Orval;660741.1447999999;6625082.5504;2.485960182488729;46.72470027516798;46.72470027516798, 2.4859601824887294;46.72470027515334, 2.4859601824887294;"{""coordinates"": [2.485960182488729, 46.72470027515334], ""type"": ""Point""}"
156223;Faisceau Pair V4 à V8;420000;1;168+965;cef29c58-dfb5-11e3-8eff-01a464e0362d;La Ferté-Bernard;524575.3809999973;6790028.1908;0.639138178665219;48.187006597692466;48.187006597692466, 0.6391381786652189;48.18700659768212, 0.6391381786652169;"{""coordinates"": [0.639138178665217, 48.18700659768212], ""type"": ""Point""}"
156991;Faisceau Impair V5 à V19;830321;1;171+359;cef62048-dfb5-11e3-8eff-01a464e0362d;St-Florentin-Vergigny;753533.454400003;6764577.4375;3.7175339437539;47.979396553562445;47.979396553562445, 3.7175339437539;47.97939655355151, 3.7175339437539;"{""coordinates"": [3.7175339437539, 47.97939655355151], ""type"": ""Point""}"
155402;Faisceau Equipement;990331;1;006+910;51eb4b82-6665-11e3-afff-01f464e0362d;Rungis (MIN);652619.4607999995;6849233.251200002;2.355673927581378;48.741477900214086;48.741477900214086, 2.3556739275813783;48.74147790019145, 2.355673927581378;"{""coordinates"": [2.355673927581378, 48.74147790019145], ""type"": ""Point""}"
156168;Faisceau Pair;468000;1;410+370;cef24bea-dfb5-11e3-8eff-01a464e0362d;Messac-Guipry;339582.3231000006;6757818.817200001;-1.819450220797829;47.821742430258624;47.821742430258624, -1.8194502207978285;47.821742430247205, -1.8194502207978318;"{""coordinates"": [-1.819450220797832, 47.821742430247205], ""type"": ""Point""}"
85433;Faisceau Attente au Départ;570000;2;229+932;51e9c1fa-6665-11e3-afff-01f464e0362d;St-Pierre-des-Corps;531289.503899999;6701503.083999999;0.763186132873893;47.39236232845732;47.39236232845732, 0.7631861328738931;47.39236232844464, 0.7631861328738915;"{""coordinates"": [0.763186132873891, 47.39236232844464], ""type"": ""Point""}"
156740;Faisceau pair 4 à 8;718000;1;273+486;cef486cc-dfb5-11e3-8eff-01a464e0362d;Villefranche-de-Rouergue;622946.5746999979;6361220.954300001;2.033421248479562;44.34577453510973;44.34577453510973, 2.033421248479562;44.345774535088374, 2.0334212484795615;"{""coordinates"": [2.033421248479562, 44.345774535088374], ""type"": ""Point""}"
73054;Faisceau St-Galmier-Veauche;750670;1;000+000;51e0d910-6665-11e3-afff-01f464e0362d;Veauche-St-Galmier;800911.4714000002;6496019.8039;4.293511922365377;45.556234509773454;45.556234509773454, 4.293511922365377;45.55623450975543, 4.2935119223653775;"{""coordinates"": [4.293511922365377, 45.55623450975543], ""type"": ""Point""}"
128137;Faisceau Impair;810000;1;054+227;51e193ce-6665-11e3-afff-01f464e0362d;Lunel;790488.9949999973;6287337.074499998;4.121929175324519;43.67928397018896;43.67928397018896, 4.121929175324519;43.679283970165905, 4.12192917532452;"{""coordinates"": [4.12192917532452, 43.679283970165905], ""type"": ""Point""}"
86493;Faisceau Réception Nord Sud Pair V6 à  V16;925000;1;003+383;51e2354e-6665-11e3-afff-01f464e0362d;Avignon-Fontcouverte;848149.1194000021;6316721.9888;4.845132293830288;43.93392263196071;43.93392263196071, 4.845132293830288;43.93392263193827, 4.8451322938302885;"{""coordinates"": [4.845132293830289, 43.93392263193827], ""type"": ""Point""}"
7963;Faisceau Pair;790000;1;412+318;51df1e6e-6665-11e3-afff-01f464e0362d;Gerzat;711071.3366999999;6525791.082600001;3.142617397409591;45.831673018473055;45.831673018473055, 3.142617397409591;45.831673018455824, 3.142617397409591;"{""coordinates"": [3.142617397409591, 45.831673018455824], ""type"": ""Point""}"
72975;Faisceau Pair V6 à V10;362000;1;203+044;51e2746c-6665-11e3-afff-01f464e0362d;Bréauté-Beuzeville;514209.88220000267;6948224.726300001;0.430476215591068;49.60600996471886;49.60600996471886, 0.4304762155910675;49.60600996470049, 0.43047621559106514;"{""coordinates"": [0.430476215591065, 49.60600996470049], ""type"": ""Point""}"
156790;Faisceau impair;538000;1;123+080;cef75e0c-dfb5-11e3-8eff-01a464e0362d;Aigrefeuille-Le Thou;394385.06130000204;6562784.5896000005;-0.957423949055023;46.095909126269774;46.095909126269774, -0.9574239490550226;46.0959091262533, -0.957423949055025;"{""coordinates"": [-0.957423949055025, 46.0959091262533], ""type"": ""Point""}"
157335;Faisceau Pair;272000;1;173+742;cef82d2a-dfb5-11e3-8eff-01a464e0362d;Achiet;684283.2137999982;7003573.188299999;2.780427373194158;50.130196220553444;50.130196220553444, 2.780427373194158;50.13019622053753, 2.780427373194158;"{""coordinates"": [2.780427373194158, 50.13019622053753], ""type"": ""Point""}"
80667;Nouveau Faisceau;202000;1;242+100;51df16a6-6665-11e3-afff-01f464e0362d;Longwy;899582.8819999993;6937045.4778;5.754739766601229;49.50142239807653;49.50142239807653, 5.754739766601229;49.50142239805766, 5.754739766601232;"{""coordinates"": [5.754739766601232, 49.50142239805766], ""type"": ""Point""}"
73073;Faisceau Impair;912000;1;053+442;51e8206a-6665-11e3-afff-01f464e0362d;Die;886547.2655000016;6409508.9683;5.357606781541517;44.759652637639654;44.759652637639654, 5.357606781541517;44.75965263761943, 5.357606781541519;"{""coordinates"": [5.357606781541519, 44.75965263761943], ""type"": ""Point""}"
128082;Garages Pairs;272000;1;049+383;51e02306-6665-11e3-afff-01f464e0362d;Creil;660847.7823000029;6906620.329;2.462252152903542;49.25804130669639;49.25804130669639, 2.462252152903542;49.258041306676326, 2.462252152903542;"{""coordinates"": [2.462252152903542, 49.258041306676326], ""type"": ""Point""}"
171624;MIRIBEL LGV;752000;1;388+765;dff636ee-3cbb-11e6-8fff-018c64e0362d;;851604.8806999996;6530632.263599999;4.954072020946899;45.85846455428246;45.85846455428246, 4.954072020946899;45.85846455426531, 4.954072020946901;"{""coordinates"": [4.954072020946901, 45.85846455426531], ""type"": ""Point""}"
128306;Dépot;180000;2;188+055;51e27cca-6665-11e3-afff-01f464e0362d;Thionville;930335.1132000014;6921789.3511000015;6.170320369987643;49.354026798432876;49.354026798432876, 6.170320369987643;49.3540267984133, 6.170320369987645;"{""coordinates"": [6.170320369987645, 49.3540267984133], ""type"": ""Point""}"
153047;Garages de Menchecourt;311000;1;176+753;51ea1882-6665-11e3-afff-01f464e0362d;Abbeville;615168.5758000016;7002229.039099999;1.815223402626302;50.112605539784326;50.112605539784326, 1.8152234026263019;50.11260553976833, 1.815223402626301;"{""coordinates"": [1.815223402626301, 50.11260553976833], ""type"": ""Point""}"
86526;Faisceau Epinal Impair V3 à V35;042000;1;049+684;51e2ce40-6665-11e3-afff-01f464e0362d;Épinal;955375.0596000031;6793204.2491;6.437547325773825;48.189158049158756;48.189158049158756, 6.437547325773825;48.18915804914842, 6.437547325773829;"{""coordinates"": [6.437547325773829, 48.18915804914842], ""type"": ""Point""}"
155356;Faisceau Service Local;990000;2;057+500;51ec671a-6665-11e3-afff-01f464e0362d;Bobigny;658201.3236000016;6868229.727499999;2.429712942142116;48.91270268815226;48.91270268815226, 2.4297129421421158;48.91270268813048, 2.4297129421421153;"{""coordinates"": [2.429712942142115, 48.91270268813048], ""type"": ""Point""}"
128321;Faisceau Vézelise;040000;1;033+053;51e01334-6665-11e3-afff-01f464e0362d;Vézelise;929169.1490999982;6823882.2234000005;6.101387725307714;48.474693246807384;48.474693246807384, 6.101387725307714;48.47469324678335, 6.101387725307717;"{""coordinates"": [6.101387725307717, 48.47469324678335], ""type"": ""Point""}"
128529;Faisceau Villemonble;957000;1;004+902;51e2b2a4-6665-11e3-afff-01f464e0362d;Le Raincy-Villemomble-Montfermeil;661707.6459000036;6865558.9329;2.477791546904785;48.88890334100763;48.88890334100763, 2.477791546904785;48.88890334098573, 2.4777915469047844;"{""coordinates"": [2.477791546904784, 48.88890334098573], ""type"": ""Point""}"
153262;Faisceau Impair V3 à V11;701000;1;258+705;51ea4724-6665-11e3-afff-01f464e0362d;Viviez-Decazeville;637937.6268000007;6384228.635000002;2.218603323961494;44.554369786357256;44.554369786357256, 2.2186033239614944;44.554369786336466, 2.218603323961494;"{""coordinates"": [2.218603323961494, 44.554369786336466], ""type"": ""Point""}"
157598;Faisceau Impair St-Claude;878000;1;073+187;cef9026e-dfb5-11e3-8eff-01a464e0362d;St-Claude;919727.2199999988;6591729.649599999;5.859985509760131;46.38969395840052;46.38969395840052, 5.859985509760131;46.38969395838491, 5.8599855097601345;"{""coordinates"": [5.859985509760135, 46.38969395838491], ""type"": ""Point""}"
156756;Faisceau Pair V10 à V14;340000;1;139+320;cef6fdb0-dfb5-11e3-8eff-01a464e0362d;Rouen-Rive-Droite;561916.0930000022;6929394.366599999;1.096241901014543;49.448988235135666;49.448988235135666, 1.0962419010145426;49.44898823511654, 1.0962419010145406;"{""coordinates"": [1.096241901014541, 49.44898823511654], ""type"": ""Point""}"
156354;Faisceau pair;899000;1;032+681;cef2842a-dfb5-11e3-8eff-01a464e0362d;La Bâthie;968277.3951999992;6509467.6526999995;6.444501989144453;45.63207331476167;45.63207331476167, 6.444501989144453;45.63207331474387, 6.444501989144456;"{""coordinates"": [6.444501989144456, 45.63207331474387], ""type"": ""Point""}"
156733;Faisceau pair 4 à 16;725000;1;623+611;cef3d3f2-dfb5-11e3-8eff-01a464e0362d;Rodez;667247.5644000024;6362651.206;2.589034503474218;44.36212706605355;44.36212706605355, 2.589034503474218;44.36212706603223, 2.589034503474218;"{""coordinates"": [2.589034503474218, 44.36212706603223], ""type"": ""Point""}"
128200;Faisceau Bénestroff V3 a V19;140000;1;101+889;51e8f87c-6665-11e3-afff-01f464e0362d;Bénestroff;974488.6269000024;6873913.6477999985;6.74596454535163;48.90661274148278;48.90661274148278, 6.7459645453516295;48.90661274146098, 6.745964545351633;"{""coordinates"": [6.745964545351633, 48.90661274146098], ""type"": ""Point""}"
155014;Faisceau Impair;272000;1;232+495;51f133e8-6665-11e3-afff-01f464e0362d;Libercourt;700817.2780999988;7043419.5243999995;3.011498945305448;50.488148083301056;50.488148083301056, 3.011498945305448;50.48814808328674, 3.011498945305448;"{""coordinates"": [3.011498945305448, 50.48814808328674], ""type"": ""Point""}"
155363;Faisceau de Grand Couronne;365501;1;003+400;51f187a4-6665-11e3-afff-01f464e0362d;;559678.8313999996;6928470.158799998;1.06572116184449;49.44019530726614;49.44019530726614, 1.0657211618444897;49.440195307246974, 1.0657211618444877;"{""coordinates"": [1.065721161844488, 49.440195307246974], ""type"": ""Point""}"
128281;Faisceau Impair;089000;1;339+820;51e68e96-6665-11e3-afff-01f464e0362d;Novéant;923167.0134999976;6885422.184500001;6.052419410334089;49.029866648029824;49.029866648029824, 6.052419410334089;49.029866648008635, 6.052419410334092;"{""coordinates"": [6.052419410334092, 49.029866648008635], ""type"": ""Point""}"
156442;Faisceau Impair V3 à V5;530000;1;048+583;cef3c024-dfb5-11e3-8eff-01a464e0362d;L'Herbergement-Les Brouzils;367383.56589999795;6654303.8464;-1.371941907576229;46.906026518934276;46.906026518934276, -1.3719419075762287;46.90602651892017, -1.371941907576232;"{""coordinates"": [-1.371941907576232, 46.90602651892017], ""type"": ""Point""}"
153568;Faisceau Pair;081000;1;212+271;51ec6dd8-6665-11e3-afff-01f464e0362d;Sillery;783280.4465999976;6901042.933400001;4.142669482484121;49.20368191019717;49.20368191019717, 4.142669482484121;49.20368191017685, 4.142669482484122;"{""coordinates"": [4.142669482484122, 49.20368191017685], ""type"": ""Point""}"
155898;Faisceau pair;002000;1;115+600;a4a9d982-9243-11e3-94ff-010c64e0362d;Esternay;741366.4704999998;6847920.517200001;3.562416809633913;48.73008461744813;48.73008461744813, 3.562416809633913;48.730084617425426, 3.562416809633913;"{""coordinates"": [3.562416809633913, 48.730084617425426], ""type"": ""Point""}"
155431;Faisceau Impair;722000;1;653+075;51ec1b0a-6665-11e3-afff-01f464e0362d;St-Chély-d'Apcher;721336.7594000027;6411586.7754999995;3.269825399062459;44.80310588261855;44.80310588261855, 3.269825399062459;44.80310588259843, 3.2698253990624595;"{""coordinates"": [3.26982539906246, 44.80310588259843], ""type"": ""Point""}"
154384;Faisceau impair;515000;1;493+689;51ec1a40-6665-11e3-afff-01f464e0362d;St-Nazaire;306719.44319999963;6700347.1044000015;-2.207052367494673;47.28669333670412;47.28669333670412, -2.207052367494673;47.28669333669114, -2.207052367494676;"{""coordinates"": [-2.207052367494676, 47.28669333669114], ""type"": ""Point""}"
153137;Faisceau pair;903000;1;082+097;51ea44aa-6665-11e3-afff-01f464e0362d;St-Béron-La Bridoire;912933.8414999992;6493183.484000001;5.727349215866564;45.50502041735246;45.50502041735246, 5.727349215866564;45.50502041733429, 5.727349215866566;"{""coordinates"": [5.727349215866566, 45.50502041733429], ""type"": ""Point""}"
155465;Faisceau pair n°1;682000;1;073+535;51f257c6-6665-11e3-afff-01f464e0362d;Argent;657984.4535999969;6718520.055100001;2.44120861948238;47.56571712363884;47.56571712363884, 2.4412086194823797;47.56571712362667, 2.441208619482379;"{""coordinates"": [2.441208619482379, 47.56571712362667], ""type"": ""Point""}"
155493;Faisceau impair;686000;1;159+627;51f0df44-6665-11e3-afff-01f464e0362d;Vennecy;654013.1438999996;6768707.614999998;2.383179766750192;48.01713699233707;48.01713699233707, 2.383179766750192;48.01713699232623, 2.3831797667501915;"{""coordinates"": [2.383179766750191, 48.01713699232623], ""type"": ""Point""}"
155292;Faisceau Mouchard V18 Garage;850000;1;392+890;51ef2602-6665-11e3-afff-01f464e0362d;Mouchard;913387.2881999984;6656709.976399999;5.807594687044071;46.976457032908925;46.976457032908925, 5.807594687044071;46.97645703289503, 5.807594687044073;"{""coordinates"": [5.807594687044073, 46.97645703289503], ""type"": ""Point""}"
128302;Faisceau impair Bouzonville;174000;1;036+247;51e25e72-6665-11e3-afff-01f464e0362d;Bouzonville;956036.2140000015;6916014.745000001;6.520082638654285;49.29238006114127;49.29238006114127, 6.5200826386542845;49.29238006112139, 6.520082638654286;"{""coordinates"": [6.520082638654286, 49.29238006112139], ""type"": ""Point""}"
156492;Faisceau impair 3 à 17;935903;1;022+411;cef59fd4-dfb5-11e3-8eff-01a464e0362d;Port-St-Louis-du-Rhône;846506.6455999985;6256996.002;4.807657337325126;43.39699333333517;43.39699333333517, 4.807657337325126;43.39699333331142, 4.807657337325127;"{""coordinates"": [4.807657337325127, 43.39699333331142], ""type"": ""Point""}"
