IDRESEAU;LIBELLE;CODE_LIGNE;RG_TRONCON;PK;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
70019;Sibelin;830000;1;521+396;51e6c5de-6665-11e3-afff-01f464e0362d;844224.2760000005;6508934.768800002;4.852417969208124;45.664739668110954;45.664739668110954, 4.852417969208124;45.664739668093254, 4.852417969208126;"{""coordinates"": [4.852417969208126, 45.664739668093254], ""type"": ""Point""}"
122252;Tergnier;242000;1;131+000;51e07ccc-6665-11e3-afff-01f464e0362d;721398.7232000008;6951023.111299999;3.296198039272186;49.65796222219463;49.65796222219463, 3.296198039272186;49.65796222217652, 3.296198039272186;"{""coordinates"": [3.296198039272186, 49.65796222217652], ""type"": ""Point""}"
70005;Woippy Triage;180000;1;163+785;51e71284-6665-11e3-afff-01f464e0362d;930374.4422999993;6902559.795400001;6.160273853697162;49.18128481275903;49.18128481275903, 6.160273853697162;49.18128481273859, 6.160273853697165;"{""coordinates"": [6.160273853697165, 49.18128481273859], ""type"": ""Point""}"
72945;Mézidon;430000;1;142+106;51e76272-6665-11e3-afff-01f464e0362d;475773.72200000286;6890001.329100002;-0.069326544214921;49.07064038398207;49.07064038398207, -0.06932654421492053;49.07064038396108, -0.06932654421492332;"{""coordinates"": [-0.069326544214923, 49.07064038396108], ""type"": ""Point""}"
128457;Triage pair de Soquence;341300;1;224+620;51df23a0-6665-11e3-afff-01f464e0362d;495113.52970000356;6936728.805599999;0.172275756033834;49.49689354007205;49.49689354007205, 0.17227575603383377;49.49689354005316, 0.17227575603383097;"{""coordinates"": [0.172275756033831, 49.49689354005316], ""type"": ""Point""}"
70016;St-Jory;640000;1;243+005;51e74396-6665-11e3-afff-01f464e0362d;569628.200000003;6292437.9626;1.382404949625838;43.71895117848089;43.71895117848089, 1.3824049496258375;43.71895117845794, 1.3824049496258364;"{""coordinates"": [1.382404949625836, 43.71895117845794], ""type"": ""Point""}"
73029;Vénissieux;905000;1;011+863;51e09378-6665-11e3-afff-01f464e0362d;850586.5477000028;6511479.048900001;4.93490364672264;45.68627009203811;45.68627009203811, 4.93490364672264;45.68627009202045, 4.934903646722642;"{""coordinates"": [4.934903646722642, 45.68627009202045], ""type"": ""Point""}"
72992;Rouen-Orléans;365000;1;002+810;51df9df2-6665-11e3-afff-01f464e0362d;560014.0283999965;6927920.098999999;1.070525136566732;49.435326540727445;49.435326540727445, 1.0705251365667316;49.43532654070825, 1.07052513656673;"{""coordinates"": [1.07052513656673, 49.43532654070825], ""type"": ""Point""}"
128457;Triage pair de Soquence;341300;1;223+190;51df23a0-6665-11e3-afff-01f464e0362d;496349.8747000024;6937253.1371;0.189067119161027;49.5019995693325;49.5019995693325, 0.18906711916102736;49.50199956931364, 0.1890671191610246;"{""coordinates"": [0.189067119161025, 49.50199956931364], ""type"": ""Point""}"
70006;Mulhouse-Nord;125000;1;002+675;51e7b8dc-6665-11e3-afff-01f464e0362d;1022697.8778000027;6748425.614;7.309279762379106;47.756955077894126;47.756955077894126, 7.309279762379106;47.75695507788252, 7.309279762379109;"{""coordinates"": [7.309279762379109, 47.75695507788252], ""type"": ""Point""}"
70020;Clermont-les-Gravanches;790000;1;413+241;51e171d6-6665-11e3-afff-01f464e0362d;710764.4790000021;6524921.376699999;3.138644892432369;45.82384632753059;45.82384632753059, 3.138644892432369;45.82384632751333, 3.1386448924323695;"{""coordinates"": [3.13864489243237, 45.82384632751333], ""type"": ""Point""}"
70010;Somain;262000;1;226+274;51e792c6-6665-11e3-afff-01f464e0362d;716748.5584999993;7028729.432100002;3.235033088335677;50.35605185067607;50.35605185067607, 3.235033088335677;50.35605185066118, 3.235033088335677;"{""coordinates"": [3.235033088335677, 50.35605185066118], ""type"": ""Point""}"
70014;Bordeaux-Hourcade;640000;1;006+235;51e7b4b0-6665-11e3-afff-01f464e0362d;419318.3332000002;6414267.025600001;-0.548657188380563;44.77077176798372;44.77077176798372, -0.5486571883805629;44.770771767963495, -0.5486571883805657;"{""coordinates"": [-0.548657188380566, 44.770771767963495], ""type"": ""Point""}"
